Name,Comment,Time,Likes,Reply Count
@moeillo8136,"@@randomytviewer3284 the US government did. On an everlasting war on terror, but guess what? It was all a lie. Iraq fell, Al Qaida came then quickly ISIS followed. Libya fell same strategy. Syria would have fallen if Iran and Russia didn't help.",2018-09-23T15:55:50Z,0,
@moeillo8136,"@@hardrock342 that's a lie, through out history Muslim rulers kept everything in order. All 3 abrahmic faith's survived in peace in Jerusalem and guess who was the ruler?

This notion of Muslims destroying other faiths historical or religious landmarks started with Wahhabism. Wahhabis  forget that during the prophets time pbuh the old islamic state protected people of all 3 abrahmic religions but there were certain rules they had to follow, which was to pay the Jizya tax since Muslims paid Zakat.",2018-09-23T16:07:44Z,1,
@hardrock342,"Moeillo perhaps you don't know that the radicalism in islam caused   harm to many buddhist monuments in countries like afganistan, india, indonesia, maldives etc. They also did harm to many ancient temples in India in history. Well actually I am not a religious person but still thinking about the destruction people caused to historical monuments makes me sad.",2018-09-23T16:30:02Z,1,
@hardrock342,Moeillo actually sometimes it is not that bad. Some countries with islam as majority has preserved their ancient assets pretty well.,2018-09-23T16:33:00Z,0,
@khan0491,I am a muslim and I live in Norway. People here respect muslims.,2018-09-23T16:44:49Z,3,
@parmesanstark2875,Then your claiming terrorism reduces happiness that much not buying it🙂,2018-09-23T17:21:22Z,0,
@gamethrough5530,"Have you even seen the video, the common factors were free or cheap and high standard education, better politicians, free Healthcare.
There are enough Muslims in Canada, Netherlands, Australia.",2018-09-23T19:26:34Z,0,
@shadowbox990,"Request to God
Less Dumbheads like  you
More happy countries",2018-09-23T22:39:24Z,2,
@usernamesolomon,"100 years from now, all the cross in these northern countries flag’s gonna replace by stars and moon. Lmao",2018-09-24T15:15:51Z,1,
@hardrock342,Reynaldiyk i think I had mentioned that the condition is sometimes not that bad. I was talking about destruction caused by radicalism that's all.,2018-09-24T16:07:08Z,0,
@ashif21,FOURTH RIGHT The countries in the top 10 have Muslim populations,2018-09-24T16:20:05Z,1,
@gannammu6797,Wrong because Dubai / Abu Dhabi/ Qatar and Kuwait have allhu akbar and I’m sure they’re mostly happier than you and most other nations because they got tons of 💰 and they don’t have tax either and yes money buys happiness 100% 🌚💰😂,2018-09-25T14:34:37Z,1,
@मुदित-ब8त,We have 200 million Muslims ....,2018-09-26T01:26:04Z,0,
@swastikbaderiya8759,True,2018-10-04T04:02:00Z,0,
@gannammu6797,Shivam Gupta UAE are a federal union so it’s not fair to collect all of them in one rate you could check Dubai or Abu Dhabi individually and you may be surprised how great and high the living standards for citizens are surely surpassing any other state or city yet that doesn’t mean they’re perfect nor any other Scandinavian either are after all this planet is full of sad unhappy people anyway 🌚😅💔,2018-10-05T15:17:28Z,1,
@gannammu6797,Shivam Gupta actually it’s not remarkably different than many European countries you know in Europe they got monarchy and kingdoms and royals rules more than any other region on this planet even though they may be able to vote for pm which is actually not different than these Arabs states where they’re in fact got their own democracy system since centuries called “shura” which basically means “discussing and debating” so after all they’re not so different actually I would say these Arabs are way more liberal than many other Europeans for they’re already hosting millions of people from all across the world from different religions and beliefs yet we don’t see them threatening the immigrants nor calling for a purge and you should Understand these Arabs are mostly a native minorities in their own native lands like for example Indians and Pakistanis and Philippinos are more than Kuwaitis or Emiratis or Qataris in most cities of Gulf yet they live in peace and harmony now imagine this scenario in ANY OTHER PART OF THE WORLD you’ll most likely see civil wars or purges and people marching with fires and at the end happiness can’t be measured but we use some index like high income and the easy job opportunities or freedom to study or travel which you can surly see these Arab gulf states easily dominating the top 5 not even the top 10 😉🌚❤️,2018-10-05T18:04:15Z,1,
@persimmon93,What about Allahu Snackbar?,2018-10-07T21:26:21Z,1,
@nurulaqilah9643,Wow this claim is very fallacious and plainly stupid..ok then explain to me why communism ended up killing a lot of people rather than making everybody feels happier about their lives? :),2018-10-10T05:40:44Z,1,
@persimmon93,@@nurulaqilah9643 Why has capitalism/freedom led to more incarcerated people in the US than any other nation on Earth? It just did. Don't question it. Allahu Snackbar!!,2018-10-10T17:57:43Z,0,
@michaelsubroto5563,@Ahmad Tajir Why do use choose to forsake your muslim belief and choose the new belief? Is it not dangerous to you to be accused of traitorous based on the general tradition?,2018-10-21T04:35:11Z,0,
@lucienenhanced2251,"Melayu Ball mc Islam in its current form is naturally bigoted. The Quran says all Muslims are equal, but it conveniently leaves out non-believers. This is why I think a reform in Islam is the only way to solve problems currently associated with non-secular Muslims",2018-10-24T22:58:07Z,0,
@lucienenhanced2251,"Melayu Ball mc At least the KKK doesn’t kill people anymore. And although a lot of Muslims don’t act on their beliefs, at least 50% probably more worldwide Muslims believe in Sharia law. I don’t know about you, but I’d call that radical",2018-10-24T22:59:49Z,0,
@A.D.540,Melayu Ball mc  nope but Muslim killed more people then Christian.,2018-10-26T08:28:34Z,0,
@A.D.540,Melayu Ball mc KKK ant Christian they are cult also Islam persecuted other faith to this very day with no denrocacy Christianity was much better their nothing to compare both religions,2018-10-26T08:30:37Z,0,
@jeiku5314,Dam America.,2018-12-02T02:20:36Z,0,
@muntyal-bazaz2663,@@jihadikorean6604 maybe because you made some bad decisions to lead you to leave islam?,2018-12-04T00:37:18Z,0,
@muntyal-bazaz2663,@@hardrock342 gimme an example and show proof?,2018-12-04T00:41:00Z,0,
@muntyal-bazaz2663,@@hardrock342 u prolly dont know the reasons why? So search it up urself and see why,2018-12-04T00:42:38Z,0,
@muntyal-bazaz2663,@@shadowbox990 woah. What r u saying??? Some ppl believe in god u cant just say that. Keep it to urself.,2018-12-04T00:43:54Z,0,
@shadowbox990,Selçuk Yilmaz first of all lets clarify things you wasn’t a muslim believer,2018-12-04T00:50:12Z,0,
@muntyal-bazaz2663,@@lucienenhanced2251 so basic what ur saying is following sharia law is radical? Do u even know what sharia law is?,2018-12-04T01:13:11Z,0,
@earb1_,"@@jihadikorean6604 Seeing your profile and you saying you were muslim... I'm gonna assume you're albanian
I noticed that there's so many people in Albania leaving Islam... That's nice 👍",2019-01-11T20:23:28Z,1,
@mannenop3149,"Ha, thats funny",2019-01-16T19:06:41Z,1,
@9yearoldepicgamersoldier129,Fact 😂,2019-04-27T12:24:29Z,0,
@SA-121,"Nordic countries are 99% homogenous, so they're a bad example of harmonious multiculturalism. If they had 20-40% Muslims and still no need for iron fist, that'd be convincing. Muslims get easily radicalized by prominent sects such as Salafism/Wahhabism, and they've persecuted and forcibly converted ""infidels"" for centuries.",2020-01-13T14:06:21Z,0,
@matthewmckenna248,I'd love to see the Nordic countries.,2018-09-23T13:05:53Z,0,3
@jack9107,Gipsy Danger incredible places. Just very expensive,2018-09-23T13:18:26Z,2,
@basedpro-ua3470,Just don't go to Sweden and you will be fine,2018-09-24T22:51:04Z,0,
@ullisbullisully,@@basedpro-ua3470 Denmark and skåne are the ones to stay away from,2022-03-28T15:27:44Z,0,
@IamJay,How happy is the happiest country in the world?,2018-09-23T13:05:04Z,47,5
@maltheIDM,I'd guess they're pretty fuckin' happy,2018-09-23T13:35:35Z,2,
@Ichigoeki,"All the sad ones kill themselves, so pretty happy",2018-09-23T15:50:58Z,16,
@namelessghoul615,"@@SA-121 yea im rly grateful for existing, and happy To be a Finn👍 and im rly happy here",2020-04-13T20:28:27Z,0,
@pyromorph6540,"@@SA-121 Nah, we aren't really that happy, we just have a high quality of life. You could call this place a utopia compared to some countries. But all the rumors about nordic countries are true. The first thing you said isn't true.",2020-09-01T12:22:45Z,1,
@cinderellaandstepsisters,"@@Ichigoeki Watch The video "" Suicide rates in The world/Country suicide comparison rate."" Published 6 months ago. 62 highest suicide countries and Finland is not even mentioned. 
The highest suicide countries are:
The 1st Lithuania, The 2nd Russia and The 3rd South Korea.",2021-04-02T06:00:25Z,0,
@callmeyourmajesty09,Do video about Italy please! 🇮🇹🇮🇹🇮🇹,2018-09-23T13:04:24Z,12,14
@AdolfHitler-fr2jh,I can't believe I meet you,2018-09-23T13:11:00Z,0,
@AdolfHitler-fr2jh,@Abdirahman  Mohamed wow,2018-09-23T13:11:06Z,0,
@callmeyourmajesty09,Wtf is everyone moving from Daily Media to here?,2018-09-23T13:14:49Z,0,
@AdolfHitler-fr2jh,Is this dream or what?,2018-09-23T13:17:58Z,0,
@miniena7774,Racist Italy? Nah.,2018-09-23T13:36:40Z,0,
@callmeyourmajesty09,"@@miniena7774 Explain me how? Also name ""Caesar"" was Italian (Roman) emperor so change your name if you hate Italy",2018-09-23T13:38:41Z,0,
@miniena7774,"Aldo Paptistella 
Look at the maps.
One of the most racist in Europe.

GO SERBIA! 🇷🇸",2018-09-23T13:47:52Z,0,
@callmeyourmajesty09,@@miniena7774 You are too dumb to realise the map is not accurate. Do they have experience with all of population?,2018-09-23T14:53:47Z,0,
@KasperYakolev-j1h,Love to Italy from Russia,2018-09-23T15:06:35Z,0,
@callmeyourmajesty09,@@KasperYakolev-j1h thanks long live Russia,2018-09-23T15:09:31Z,0,
@KasperYakolev-j1h,"@@callmeyourmajesty09 Thanks, Italy is an amazing place",2018-09-23T15:13:32Z,0,
@callmeyourmajesty09,"@@KasperYakolev-j1h Thank you, by the way watch my latest video pls",2018-09-23T15:47:58Z,0,
@basedpro-ua3470,I watch daily media,2018-09-24T22:38:36Z,1,
@user-jb8sk3ze1z,Aldo Paptistella salvini salvini,2018-10-09T00:51:31Z,0,
@JojoDaYoyo,8th!!!!!,2018-09-23T13:03:39Z,0,0
@cameronb9137,**In thick Russian accent** In Mother Russia we cannot be happy because if you are not sad when glorious leader dies you get shot.,2018-09-23T13:02:31Z,304,13
@uverhaul,"The Real Germany if you are not sad when glorious leader dies, YOU GO TO GULAG.",2018-09-23T13:09:18Z,20,
@rodigoduterte9192,Or be a penal battalion with a bunch of criminals,2018-09-23T13:42:18Z,6,
@whatisthis0510,Red from Orange is the new black 😂,2018-09-23T14:49:03Z,5,
@KasperYakolev-j1h,I love your profile picture,2018-09-23T15:04:04Z,1,
@KasperYakolev-j1h,But Russia is a happier country,2018-09-23T15:04:26Z,0,
@jameslegrand848,IN MOTHER RUSSIA GULAG COMES TO YOU !!!!!,2018-09-23T17:44:06Z,0,
@xlukas93,"- How is your life in russia?
- I cant complain",2018-09-23T18:40:45Z,3,
@bonmasseur1024,You are an unhappy troll. As explained in the video you play the blame game. Get a life or better watch the video and try to learn something like working to make your country a better one.,2018-09-23T20:10:02Z,3,
@allardfreichmann3733,But you can talk with each other and support each other. Friendliness doesn't cost anything.,2018-11-06T16:03:47Z,0,
